"Case","Steady_State","Anode_Out_Flow","Anode_Out_H2_mole_frac","Anode_Out_N2_mole_frac","Anode_Out_H2Ovap_mole_frac","Anode_Out_H2Oliq_mole_frac","Anode_Out_RH","Anode_Out_Temperature","Anode_Out_Dew_Temperature","Anode_In_Pressure","Anode_Lambda","Cathode_Out_Flow","Cathode_Out_O2_mole_frac","Cathode_Out_N2_mole_frac","Cathode_Out_H2Ovap_mole_frac","Cathode_Out_H2Oliq_mole_frac","Cathode_Out_RH","Cathode_Out_Temperature","Cathode_Out_Dew_Temperature","Cathode_In_Pressure","Cathode_Lambda","Coolant_Out_Flow","Coolant_Out_Temperature","Coolant_In_Pressure","Membrane_Humidity","Membrane_Water_Content_Average","Hydrogen_Crossover","Oxygen_Crossover","Nitrogen_Crossover","Water_Crossover","Voltage","Voltage_Loss_Activation","Voltage_Loss_Transport","Voltage_Loss_Ohmic","Electrical_Power","Fuel_Power","Fuel_Efficiency"
436,1.0,17.84475,0.58356833,0.18261872,0.1471363,0.086676665,1.0000001,67.34908,67.34908,1.8996791,3.6748369,72.21657,0.11521413,0.6768396,0.2079463,0.0,0.6852619,73.15032,64.38262,1.4024901,2.7666435,126.38116,69.616905,2.0180426,0.8102507,8.280681,0.0054282066,0.04303831,0.0083489865,5.1800504,337.3073,51.519913,1.178824,20.266756,50.596096,86.25585,0.58638054
437,1.0,8.459381,0.3591436,0.26926082,0.18056554,0.19103003,1.0,68.06652,68.06652,1.3641367,1.5371491,108.58307,0.13748844,0.6801309,0.18238065,0.0,0.6341886,73.18838,62.769768,1.5785435,4.1366997,134.19635,70.358604,1.8052616,0.72448945,6.3236427,0.0035251414,0.027949585,0.009587445,2.5144904,334.4477,47.02199,1.1451861,24.48407,50.167156,86.027596,0.5829314
438,1.0,6.8314137,0.34518707,0.0077200364,0.041109502,0.6059834,1.0000007,54.97509,54.97512,1.596798,1.5291537,64.8078,0.12198731,0.7367262,0.14128645,0.0,0.75135195,63.027855,56.839622,1.404255,2.6392837,136.69743,60.90899,2.350439,0.46257758,4.761685,0.0036884479,0.029244384,0.008149473,4.390108,311.9919,61.33575,1.4313383,38.753498,46.798786,86.04718,0.54386985
439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
440,1.0,15.679451,0.61657286,0.17755553,0.094919235,0.11095236,0.99999976,64.014824,64.014824,2.4069762,3.6871626,113.15826,0.13550776,0.6657925,0.19869971,0.0,0.66174334,69.70333,60.425407,1.4131511,4.2276125,138.55014,67.98098,1.9454092,0.833367,8.856235,0.00686398,0.05442204,0.0063023753,4.1222806,339.00815,53.92117,1.1080564,19.876007,50.851223,86.428055,0.5880084
441,1.0,6.273287,0.3221466,0.08755542,0.054976813,0.5353212,1.0000004,63.41503,63.415062,2.0472903,1.2882973,80.71432,0.11192568,0.7150304,0.17304394,0.0,0.7863172,72.17034,66.53307,1.7543064,2.4225938,149.95488,69.44323,2.7126756,0.5737084,6.0054674,0.0059092017,0.046851948,0.012983433,3.3269584,318.71088,54.003403,2.1047769,37.347736,63.742172,114.84847,0.5547031
442,1.0,19.085508,0.3946163,0.106934704,0.043636765,0.4548122,0.9999992,58.82952,58.82949,2.490177,2.2412517,38.397694,0.043734524,0.77659225,0.1796732,0.0,0.8685172,66.296196,63.13781,1.3988864,1.2679719,164.78633,63.43804,1.6829722,0.6551914,5.79346,0.0058205416,0.046148993,0.008817023,11.611223,297.43958,69.846115,2.7796376,43.348923,59.487915,114.83784,0.51811224
443,1.0,14.344149,0.5232323,0.17199999,0.06125421,0.24351351,0.9999998,53.25387,53.25387,1.9428188,2.3791988,59.721066,0.101862535,0.78949493,0.10864255,0.0,0.81013125,64.19393,60.032097,1.9400506,1.939031,148.6319,62.571007,1.754893,0.6046196,5.5093927,0.004359455,0.03456456,0.011770225,5.2997355,308.44016,61.19521,1.9823625,43.88584,61.688034,114.66259,0.5380607
444,1.0,8.591759,0.47404212,0.011826678,0.04791226,0.46621895,0.99999994,59.89959,59.89959,2.2803776,1.8076228,49.97357,0.080170974,0.7817988,0.13803025,0.0,0.79445845,70.51586,64.8912,1.9308544,1.6271125,160.19833,67.58599,2.862624,0.5140302,4.7819915,0.005983346,0.047439814,0.014786883,6.508,308.13193,56.774014,2.3878088,47.148468,61.626385,114.85736,0.5362369
445,1.0,7.5230045,0.55320054,0.0031418768,0.060473252,0.38318434,0.99999917,61.49035,61.49035,2.2594645,1.939299,66.43173,0.09647357,0.7184776,0.18504882,0.0,0.82726854,70.96642,66.3619,1.6145966,2.0157816,155.78905,68.349754,1.8139434,0.6602684,6.732678,0.0068660914,0.05443878,0.013392423,5.2059565,319.21548,58.03468,2.1174564,34.878357,63.843098,114.96324,0.5550014
446,0.0,7.93015,0.2976519,0.1596742,0.10329815,0.43937576,0.99999917,67.51519,67.51516,1.5968808,1.2804791,41.956863,0.04133442,0.69690675,0.26175883,0.0,0.7636322,75.084404,69.00909,1.342381,1.2690836,154.82529,71.48296,1.6305474,0.5854537,5.808059,0.0041714893,0.033074245,0.009971048,2.261079,299.9485,62.552654,3.4477904,39.592308,59.989697,114.640045,0.5190622
447,1.0,7.615005,0.48483446,0.0035214557,0.0839758,0.4276683,0.9999995,64.91622,64.91622,1.7976185,1.7339656,97.37904,0.12880473,0.7313992,0.1397961,0.0,0.7128956,73.39626,65.52657,2.0661845,2.9462903,149.8809,70.30938,2.5580719,0.589143,5.3983536,0.005687117,0.04509112,0.017623952,5.3020253,323.77017,48.007008,1.7061626,38.927937,64.754036,114.82183,0.56365514
448,1.0,13.654418,0.27023953,0.18425708,0.06845544,0.47704795,0.9999994,68.412224,68.412224,2.3316472,1.4894059,61.291603,0.09409878,0.7420988,0.1638024,0.0,0.7796838,77.250206,71.411095,2.1451347,1.9069704,149.45578,73.0588,2.3532362,0.5288546,4.8168883,0.0064523895,0.051158685,0.016142305,6.2179418,318.95322,46.174923,2.064361,42.60475,63.790646,114.91362,0.5553112
449,1.0,15.65735,0.7388185,0.050160393,0.13637054,0.07465055,1.0000001,64.62185,64.62185,1.9008968,4.5997195,93.00093,0.12862612,0.7438346,0.12753928,0.0,0.7096716,71.75796,63.747093,2.0751233,2.8468633,162.09041,69.3619,2.2149408,0.80087304,7.9891224,0.00653059,0.05177871,0.01963098,5.787265,335.4107,48.895794,1.4883198,27.949287,67.082146,114.923,0.5836699
450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
451,1.0,12.279278,0.50684005,0.051254563,0.11241296,0.32949242,0.99999976,65.76504,65.76504,1.6824971,2.2621717,113.82182,0.12595081,0.68038887,0.19366029,0.0,0.64933705,73.01177,63.093987,1.5576181,3.2717326,155.50797,69.79955,1.8822404,0.70448613,6.2434783,0.0050762817,0.04024802,0.011922806,7.055544,321.1075,54.15262,1.5608929,33.682774,64.221504,114.748566,0.55924714
452,1.0,7.0896616,0.52304804,0.040164262,0.068234526,0.3685532,0.9999992,58.906975,58.906944,1.8312403,1.7758359,116.65755,0.14175235,0.7410107,0.11723694,0.0,0.73193747,67.82098,60.973015,2.0394819,3.5406508,154.18672,66.20846,2.7686875,0.6299503,6.3260503,0.005422889,0.042996142,0.015186004,4.2740602,322.8645,53.478954,1.7143396,36.88658,64.5729,114.79014,0.56219894
453,0.0,10.566645,0.4693271,0.028846154,0.089603566,0.4122232,0.9999995,63.31304,63.31304,1.6369842,2.0085425,166.47069,0.14797175,0.7007771,0.15125115,0.0,0.701535,71.02895,62.765617,1.9036529,4.8043175,163.59189,68.96322,2.6019025,0.74008507,7.8861384,0.0056485087,0.044785004,0.015411249,5.9627924,329.39978,51.349888,1.5892508,29.644234,65.87995,114.8172,0.57755625
454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
456,1.0,19.349411,0.2509491,0.071117975,0.041460805,0.6364721,1.0,61.559654,61.559654,1.9992368,1.6401099,126.29053,0.1345433,0.6940597,0.17139697,0.0,0.69119924,69.051445,60.78298,1.6330888,3.6602201,154.5527,66.54299,1.6778393,0.69737357,6.3409243,0.005641729,0.044731252,0.010419534,15.08891,317.58188,57.548058,1.1795208,35.47669,63.516376,114.81639,0.55330324
457,1.0,27.002897,0.48763597,0.17813674,0.063268706,0.2709586,1.0,51.123894,51.123894,1.7514192,3.2973073,97.39918,0.13264452,0.74714595,0.12020954,0.0,0.59809136,60.549004,49.90087,1.3323008,2.9935033,150.28296,57.16842,1.9297087,0.58470875,4.3166013,0.0032578385,0.025830235,0.0059099416,7.2374516,290.91968,69.15172,1.3316374,52.82196,58.183933,114.530464,0.50813806
458,1.0,21.512175,0.66395223,0.08964566,0.07209907,0.17430303,0.9999995,59.56597,59.56597,2.4318383,4.6209664,45.039352,0.0688691,0.7905938,0.14053708,0.0,0.8941874,70.03915,67.1249,2.0582356,1.4864107,152.78343,67.424614,1.6144488,0.7099917,6.661239,0.006738278,0.053425398,0.017002288,6.9609704,320.59772,56.691635,2.2581618,35.781036,64.119545,114.94791,0.5581498
459,1.0,9.585547,0.5218807,0.11336933,0.08901179,0.27573818,0.99999917,68.31408,68.31405,2.4518359,1.9387753,53.72698,0.08190309,0.7502522,0.16784473,0.0,0.8172256,75.92208,71.3207,2.075954,1.6938132,156.62454,71.98229,2.6530986,0.65330666,6.379679,0.007616436,0.060388,0.018154547,5.0478663,327.1592,48.48862,2.2066312,34.488586,65.43184,115.05324,0.5687681
460,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
461,0.0,16.459126,0.34783992,0.2368359,0.04967045,0.36565372,0.99999946,48.225,48.224968,1.567192,1.826773,151.61806,0.1533797,0.7367945,0.109825835,0.0,0.62190086,58.050377,48.424004,1.5315212,4.555307,158.54546,59.19732,1.7898906,0.6873504,6.5907125,0.0031483024,0.024961764,0.0060769776,6.2601075,304.78424,69.077156,1.5006813,39.07796,60.95685,114.51733,0.53448087
462,0.0,4.2909737,0.36906594,0.025827298,0.06404918,0.5410576,1.0000005,63.769707,63.769737,1.7660421,1.2751344,62.027325,0.092718326,0.72828186,0.17899983,0.0,0.8641415,73.43804,70.326744,1.7794154,1.9126313,162.67572,70.205376,2.3155677,0.539574,6.237969,0.005364684,0.04253466,0.0145019945,2.8084652,315.12436,54.44302,2.5114467,38.724747,63.02487,114.78316,0.55489224
463,1.0,17.45478,0.60849273,0.00805239,0.04587054,0.33758438,0.99999946,48.16552,48.16552,1.8215916,3.6422055,121.81741,0.15622848,0.7912482,0.05252334,0.0,0.5632268,59.550743,47.62185,2.3183029,3.8543134,146.36876,56.52334,2.5554874,0.5352955,3.8048515,0.0038437524,0.030475738,0.012535182,9.550797,298.4754,59.30983,1.0533618,60.25681,59.69508,114.60074,0.5213206
464,0.0,5.4790864,0.57619023,0.18254109,0.12616739,0.1151013,0.9999997,69.34643,69.34643,2.1734378,1.5582958,83.201836,0.11389455,0.72702235,0.15908308,0.0,0.8168038,75.9381,71.32305,2.1249423,2.5256197,157.44817,73.30215,2.2372549,0.77867806,8.142439,0.007540847,0.05978868,0.019152058,2.2231445,337.63098,44.510284,1.7752761,27.987928,67.5262,115.04417,0.58265734
465,1.0,12.035068,0.34295377,0.026954899,0.029833904,0.6002574,1.0,47.268364,47.268364,1.5628608,1.6595274,41.32373,0.070844516,0.85876,0.0703955,0.0,0.5482244,57.90136,45.843925,1.511764,1.4476962,164.13374,54.74917,2.4435418,0.38237175,3.085128,0.0026770236,0.021225162,0.007407504,8.554334,263.49625,74.12944,1.7662212,75.07354,52.699245,114.4608,0.46068293
466,1.0,21.113285,0.59866804,0.00856233,0.07217081,0.32059878,0.9999997,62.83175,62.83175,2.3588636,4.1419554,52.327232,0.06677294,0.6915992,0.24162784,0.0,0.79804206,70.78585,65.30367,1.274489,1.564669,160.29002,67.493004,2.269128,0.7691364,7.181792,0.0071823425,0.05694622,0.0105197765,14.246287,312.78024,66.12706,1.7543857,32.084843,62.556046,115.00117,0.54384565
467,1.0,9.5221195,0.51360786,0.012986447,0.08540833,0.38799736,0.9999995,59.093895,59.093895,1.4682871,2.043681,179.1026,0.16024874,0.7384501,0.101301156,0.0,0.6294696,69.29272,58.93551,2.3064709,5.375542,145.06648,67.13189,2.040667,0.6170086,5.6577325,0.004628873,0.036700677,0.017406518,5.52174,323.7537,49.109623,1.5054672,38.939106,64.75074,114.69491,0.5641362
468,1.0,11.997921,0.17316134,0.021739904,0.021152908,0.78394586,1.0,58.95495,58.95495,2.0246274,1.2848238,101.08643,0.12744509,0.7157342,0.15682073,0.0,0.7602758,68.483635,62.200615,1.6988554,3.0106506,158.50905,66.26244,2.5442216,0.6748635,6.822871,0.0060008587,0.047578663,0.012375848,10.869414,318.1577,58.2816,1.5642431,34.87427,63.631542,114.85947,0.55355614
469,1.0,24.506723,0.55758405,0.18171881,0.18133388,0.07936325,1.0000005,70.76574,70.76577,1.8622999,3.5366285,192.20361,0.15313905,0.70040166,0.1464593,0.0,0.6173697,74.5364,63.424706,2.164843,5.5594053,149.73946,71.69955,1.5803986,0.7902447,7.8864613,0.0060439473,0.047920294,0.01658609,7.814385,338.65674,43.482037,1.2765039,27.31346,67.731346,114.86463,0.5895782
470,0.0,11.828649,0.6909231,0.09142559,0.079865485,0.13778585,0.99999994,55.429985,55.429985,1.8791252,3.139922,129.6223,0.13786046,0.7025476,0.15959193,0.0,0.66627455,64.24578,55.425224,1.4592704,3.7896156,155.30055,64.61245,2.6970232,0.79949796,8.193823,0.0051930314,0.04117369,0.009027326,2.255945,320.01926,63.753002,1.6400036,29.939268,64.00385,114.76257,0.5591578
471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
473,1.0,30.669333,0.51923335,0.28239673,0.07544446,0.12292546,1.0,59.856285,59.856285,2.5513186,3.6627765,105.17776,0.12897733,0.71215314,0.15886953,0.0,0.68419045,66.67129,58.468285,1.4979533,3.1189952,147.89989,65.82925,2.4115436,0.817515,8.346088,0.005952781,0.047197472,0.0043240357,7.5692124,323.68918,60.982018,1.412277,28.564636,64.73784,114.8537,0.56338406
474,1.0,13.346157,0.12338449,0.075622045,0.018031934,0.78296155,1.0,56.162987,56.162987,2.1104603,1.1731687,50.78812,0.07857906,0.76382065,0.15760028,0.0,0.7980625,65.15215,60.532402,1.4280388,1.628953,158.78061,61.851646,2.7418528,0.52722144,5.0585904,0.004711965,0.037359487,0.008250128,10.687956,293.04788,68.215645,2.339724,48.021744,58.609577,114.70487,0.5107167
475,1.0,9.884348,0.38500476,0.091988705,0.12972622,0.39328033,0.99999964,66.64623,66.64623,1.380284,1.6132631,96.109566,0.12858017,0.7336229,0.13779695,0.0,0.7013809,74.54861,66.314964,2.1460004,2.918924,156.04327,71.23238,2.2864277,0.58597684,5.186969,0.0042650406,0.03381598,0.017894618,4.947354,321.99646,45.764465,1.6400836,39.34441,64.39929,114.65127,0.5617353
476,1.0,11.596766,0.58240056,0.0045201397,0.067647085,0.34543225,0.99999964,57.3489,57.34887,1.8400806,2.6421437,141.04922,0.152227,0.7452487,0.10252433,0.0,0.6800967,65.82113,57.463646,2.075123,4.276441,154.95714,63.467064,1.8069584,0.6136138,5.430456,0.0051044603,0.04047144,0.014455394,6.649199,317.94696,54.3318,1.5059264,42.125908,63.58939,114.751945,0.55437165
477,1.0,14.245567,0.40675297,0.05543214,0.022455318,0.5153596,1.0,46.397728,46.397728,2.3227408,1.9034653,177.48123,0.16303286,0.75111043,0.07432489,0.011531808,0.92595804,52.211266,50.842796,2.227493,5.3819633,159.61182,51.782738,2.1954799,0.68790543,5.977608,0.0052640685,0.041736916,0.011885588,10.664669,310.80344,64.770905,1.0481483,44.72247,62.160683,114.771095,0.5417724
478,1.0,9.685508,0.25365162,0.033651125,0.06165705,0.6510402,1.0000001,65.96795,65.96795,1.5750924,1.3674502,71.21222,0.103058085,0.719872,0.17706993,0.0,0.7715891,76.06698,70.28347,1.9271306,2.1610134,150.38503,71.08315,2.7071333,0.55739546,5.668653,0.0049474733,0.039226744,0.016605053,7.0757365,319.34787,49.59158,2.03257,37.528244,63.869576,114.733116,0.55635536
479,1.0,10.853647,0.70093864,0.058059648,0.13709094,0.10391076,0.9999992,62.72637,62.72634,1.6396096,3.1451836,72.52619,0.114564635,0.7645134,0.12092199,0.0,0.7502992,70.03585,63.116386,2.0675335,2.2838662,158.53003,68.04388,2.4906356,0.7382351,6.810422,0.005148922,0.040823963,0.018521562,4.27768,327.52905,51.24552,1.6687672,32.51863,65.505806,114.75728,0.57089436
480,1.0,12.231557,0.42049545,0.12388369,0.11748804,0.33813283,0.99999976,63.180046,63.180046,1.4515179,1.8683742,56.392162,0.08008718,0.71513885,0.20477399,0.0,0.8089459,73.53881,68.82513,1.5844173,1.7256023,147.0768,70.0335,2.158801,0.6384572,6.325766,0.0039467537,0.031292398,0.012237271,4.540004,312.2379,57.462013,2.3199453,35.90708,62.447582,114.61309,0.54455817
481,1.0,5.4669065,0.18514751,0.080556706,0.030896802,0.703399,1.0,62.09838,62.09838,2.1782882,1.1307256,135.62312,0.14014846,0.70316386,0.15668769,0.0,0.59506345,68.6365,56.97921,1.5661852,3.9623392,151.00325,66.604515,1.9957764,0.5792838,5.046967,0.0056325803,0.044658713,0.009347615,3.9601903,312.82965,57.1374,1.6249856,41.57694,62.56593,114.81529,0.54477
482,1.0,8.531729,0.1951621,0.005608131,0.043789085,0.75544065,1.0,70.1018,70.1018,1.8022984,1.2373604,100.21422,0.120342225,0.68758535,0.19207239,0.0,0.60525453,77.61263,65.69082,1.6419383,2.910888,151.0923,72.62972,2.8048475,0.48278248,3.946529,0.005296672,0.041995417,0.012757695,6.344121,310.50375,48.599163,1.6344631,47.35092,62.100754,114.775,0.5411358
483,1.0,13.085309,0.3186404,0.12698041,0.07090862,0.48347056,0.9999995,70.60973,70.60973,2.424745,1.5532998,83.89996,0.108109064,0.68664443,0.20524651,0.0,0.7861794,78.41024,72.49526,1.9105146,2.4382937,150.17859,73.53164,2.2277813,0.7687168,7.2974534,0.008701108,0.06898797,0.017013244,7.720109,333.60022,46.02804,1.6822147,28.273438,66.72004,115.183334,0.5792915
484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
485,1.0,2.6015086,0.81511223,0.09468259,0.0902052,0.0,0.5034424,70.823265,55.301445,1.8619345,1.739939,110.6507,0.12997335,0.70377827,0.1662484,0.0,0.48192203,75.95995,59.662926,1.5195237,3.2543044,159.11922,72.75237,2.5329163,0.54627687,3.7744794,0.004922205,0.039026402,0.010266279,-0.45937535,311.15146,49.14212,1.6852064,48.84719,62.230293,114.73009,0.5424508
486,1.0,23.350868,0.45179045,0.021046972,0.043513782,0.4836488,1.0000001,55.745995,55.745995,2.180291,2.903089,115.54044,0.14434129,0.75403726,0.10162144,0.0,0.73966104,63.494987,56.99212,2.0466256,3.5452092,159.33997,60.927086,1.8636541,0.6279254,4.8784432,0.0055072703,0.043665174,0.013402425,16.613317,311.4072,57.200764,0.71983176,47.60353,62.28144,114.80026,0.5427057
487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
489,1.0,23.56115,0.4431094,0.25762552,0.12833422,0.17093085,0.9999995,72.60418,72.60418,2.4636533,2.6100702,77.84586,0.09212372,0.64014673,0.26772958,0.0,0.74550843,76.32458,69.734,1.3918881,2.173143,162.58665,72.60354,2.8962297,0.79391134,7.600436,0.0066305506,0.052571263,0.0043908344,7.012911,325.0396,54.787926,1.7974955,27.226974,65.00792,114.93499,0.56569237
490,1.0,7.305031,0.5942241,0.03543427,0.24059583,0.12974578,0.9999991,71.69665,71.69665,1.3085692,1.9861246,128.52078,0.12902677,0.66734797,0.20362525,0.0,0.54113364,76.12661,62.052208,1.5310647,3.6390564,151.2469,72.75643,2.4955418,0.67440474,5.284688,0.0040085036,0.03178199,0.012399354,3.6575892,319.35666,49.91099,1.5848612,36.203705,63.871334,114.6205,0.5573104
491,0.0,23.264212,0.65849876,0.17067596,0.09171486,0.07911038,1.0000001,61.93371,61.93371,2.4196846,4.537365,106.48068,0.13664679,0.7423249,0.121028334,0.0,0.7383312,70.46642,63.241173,2.1313956,3.2376585,149.58212,68.23376,2.2228415,0.8229487,8.526254,0.0073958635,0.058639154,0.015813421,5.191764,337.10938,49.980072,1.4577087,27.129972,67.421875,115.02678,0.5870269
492,1.0,16.424294,0.37127453,0.08458037,0.09428103,0.44986406,0.9999993,60.620964,60.620964,1.3452688,1.9784477,148.45291,0.1527537,0.73788905,0.10935727,0.0,0.6053105,69.50796,58.161278,2.0583615,4.474168,150.86679,67.40035,2.8520226,0.6112956,4.7988424,0.0037236186,0.029523239,0.014169526,11.131983,315.1309,50.97351,1.1247541,43.587723,63.026176,114.586334,0.5498384
493,1.0,6.7516413,0.8321576,0.02294627,0.1448961,0.0,0.9694906,61.958153,61.357536,1.5839263,3.328189,171.8992,0.14987229,0.70282924,0.14729844,0.0,0.53821373,69.92205,55.788628,1.7211485,4.9965496,145.5371,68.89599,1.8540342,0.8273192,8.602661,0.005496769,0.043581914,0.014526336,0.58602613,330.7603,54.017498,1.5759025,26.710272,66.15206,114.799,0.5754031
494,1.0,10.79737,0.4611208,0.01371569,0.0808988,0.4442647,0.99999964,70.68911,70.68911,2.3054564,1.9241647,147.78673,0.14469445,0.70656276,0.14874278,0.0,0.63087755,77.46972,66.55224,2.1875682,4.3055267,146.80728,72.73504,2.1262906,0.66818434,5.4102206,0.008133148,0.06448482,0.02028317,8.636226,333.51663,41.156128,1.3561302,36.0741,66.70332,115.11521,0.5795767
495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
498,1.0,8.747673,0.43362263,0.07712515,0.09236317,0.39688903,0.99999964,62.574852,62.574852,1.5692387,1.6478769,66.39838,0.10228044,0.74409187,0.1536277,0.0,0.7080424,72.27306,64.22286,1.7467697,2.0658658,150.91096,69.29223,1.9008932,0.582689,5.2161856,0.0043081813,0.03415803,0.013390875,5.589796,312.89523,54.614883,1.9093237,41.009266,62.579044,114.65644,0.5453483
499,0.0,7.6840215,0.42296413,0.047753386,0.056307506,0.472975,0.9999991,55.18548,55.185448,1.5729992,1.5844027,102.39399,0.1260545,0.70851266,0.16543286,0.0,0.66520953,66.7651,57.873955,1.3912659,3.0294123,152.51369,65.06838,2.610201,0.6977481,7.008002,0.0042753452,0.033897683,0.009069281,5.516744,312.29892,64.439995,1.7328502,34.451527,62.459785,114.652504,0.5459773
500,1.0,18.463547,0.14073364,0.15603536,0.039685465,0.66354555,1.0,57.36611,57.36611,1.6427737,1.2971066,117.48341,0.1521804,0.7825273,0.06529226,0.0,0.45829296,67.88531,51.124992,2.2441535,3.6957245,161.50945,64.92684,2.4646955,0.3447484,2.9245465,0.003726688,0.029547576,0.012394934,9.538114,287.30026,51.55475,0.7415554,69.990524,57.46005,114.5867,0.5018131
501,1.0,17.585636,0.5260225,0.09229937,0.05244921,0.3292289,0.99999964,55.230766,55.230736,2.209608,2.7878356,42.124454,0.062852226,0.80528826,0.13185953,0.0,0.8006145,64.50109,60.069572,1.6037573,1.4141219,145.64151,62.085472,2.7661283,0.66139954,5.4716697,0.0050333347,0.039907508,0.010741134,10.292846,303.1015,67.14846,2.1544347,42.92296,60.620296,114.743416,0.52854687
502,1.0,16.172527,0.6527898,0.026729738,0.10800033,0.21248014,0.99999994,68.95345,68.95345,2.336781,3.819703,161.49095,0.14999104,0.71333957,0.13666938,0.0,0.66138387,75.08834,65.45812,2.2878113,4.731614,147.83827,71.04824,1.8841329,0.7326181,6.6917186,0.008316645,0.06593971,0.021207538,10.408084,339.2275,42.542713,1.2297868,31.229147,67.8455,115.137215,0.5891482
503,1.0,9.613059,0.50069636,0.02281251,0.13701157,0.3394796,0.99999976,66.61669,66.61669,1.4108158,1.9956744,107.42317,0.12552479,0.6920566,0.18241864,0.0,0.7524225,74.92388,68.47088,1.8684475,3.1282263,146.67166,70.918724,2.2767394,0.7321559,7.6976933,0.005051746,0.040053487,0.017416473,4.4638047,329.78754,48.877556,1.7569802,28.79918,65.957504,114.74563,0.5744156
504,1.0,19.499638,0.511525,0.15859516,0.18641725,0.14346261,1.0000001,68.55755,68.55755,1.5242463,2.807151,93.487206,0.1146801,0.681841,0.20347887,0.0,0.7044155,74.58724,66.45815,1.5913626,2.7091253,150.17966,71.39852,2.5740263,0.77676046,7.3230524,0.004474563,0.03547721,0.0121896425,5.797407,325.43732,52.241695,1.6065577,28.670742,65.08746,114.6764,0.5677094
